Title,Abstract
A Data Driven Digital Twin Visualization Method for Motion Control,"Aiming at the interaction and fusion of digital space and physical space in digital twin system, a data driven digital twin visualization method for motion control is proposed. OPC UA protocol is adopted to realize data acquisition, and the disconnection reconnection mechanism is added to deal with emergencies; The acquisition time frequency is determined to ensure the smooth movement of the twin model, and the real-time data persistence operation is realized to facilitate the inverse time analysis of historical data; Realize the motion constraint of the twin model, add the parent-child hierarchical relationship between the motion limit constraint and the components of the equipment model, ensure that the twin model conforms to the real physical properties, and realize the motion drive, including coordinate movement, rotation, clamping, etc; The reverse time replication service is realized by adding data smoothing and other functions. The feasibility of the method is verified on the NC machine tool test bed and the stacking robot, which provides a practical basis for the method."
Towards cloud-based Control-as-a-Service for modular Process Plants,"BACKGROUND: Computational and data-intensive technologies such as model predictive control and artificial intelligence have the potential to increase process yields in the process industry. In modular plant designs, the flexible and difficult-to-predict use of a particular module presents the challenge of providing the right amount of data, computing power, and storage capacity to use these technologies in each module.OBJECTIVE: Simplifying the deployment and reconfiguration of compute-intensive applications for modular plants.METHODS: Reviewing the current state of the art and combining the modular plant concept with a cloud-based Control-as-a-Service (CaaS) approach.RESULTS: A cloud-based, containerized CaaS concept that supports the deployment compute- and data-intensive methods for modular plants. The complementing communication stack consisting of standards such as APL, TSN and OPC UA FX.CONCLUSION: The proposed architecture simplifies IT/OT integration, eases the deployment of compute-intensive technologies, and allows for GMP compliant pre-qualification of software modules. However, the limiting factors like plant safety, conformity to regulations and widespread architecture adoption are not covered in detail and will be subject of future research."
Deep Learning-based Enhanced Security in Cyber- Physical Systems: A Multi-Attack Perspective,"Today{\prime}s key industries, including energy, healthcare, and transportation, rely heavily on Cyber-Physical Systems (CPS) as their foundation. All the same, these systems are seriously threatened by the wide range and growing complexity of cyberattacks. Traditional security measures typically fail when identifying intricate, multi-phase, and unique threats. This research presents a deep learning-based approach to improve CPS{\prime}s resistance against cyber threats. This work aims to detect multiple network attackers with distinct attack natures and provide a novel hybrid architecture. To analyze the performance of the proposed architecture, a publicly available dataset OPC UA is used, which contains Denial of Service (DoS), Man-in-the-middle (MITM), and spoofing attack data. The performance is compared with existing detection frameworks. The findings show a notable increase in detection accuracy over current approaches, underscoring the promise of deep learning strategies in protecting CPS against cyberattacks. This research contributes to cyber-physical security and provides valuable information for implementing intelligent attack detection systems in CPS."
Research on Virtual Simulation Design of Intelligent Production Line Based on Visual Components and PLC,"This paper is based on Visual Components and PLC to conduct a virtual simulation design study on an intelligent CNC machining production line for typical part shaft in machinery. Firstly, built a simulation intelligent production line through Visual Components software. Used Siemens TIA Portal to write PLC program. Then established joint simulation communication between the two through OPC UA protocol. So as to realize the debugging and control of the operation of the simulation production line of CNC machining of parts shaft. Through joint simulation, the entire CNC machining process of the part shaft can be visually simulated, and simulation analysis can be used to predict and plan the actual production line layout. Optimized the production line process flow, and provide guidance for improving production efficiency. So as to reduce production costs, improving production working environment, and enhancing safety."
Integration of 5G and Industrial Digital Models: A Case Study with AGVs,"5G is a fundamental technology for the digitalization of smart manufacturing. Smart manufacturing relies on the use of digital models to optimize industrial processes before implementation on the manufacturing plants. These models should account for the impact of 5G communications to adequately dimension and optimize 5G-based industrial processes. This paper presents the first integration of industrial digital models with a 5G digital model, implemented as an Asset Administration Shell (AAS) of a 5G system. The two models are interconnected using an OPC UA-based interface. We evaluate the impact of the integrated model using a use case where Automated Guided Vehicles (AGVs) transport material from a warehouse to production lines. The AGVs periodically exchange their positions over 5G to avoid potential collisions. If the communications fail, the AGVs stop for safety reasons until a reliable 5G connection can be guaranteed. We demonstrate that, by integrating 5G and industrial digital models, it is possible to account for, and quantify, the impact of 5G communications on the operation and productivity of industrial processes. This result highlights the importance and necessity of integrating 5G into industrial digital models for their joint design and optimization."
5G vPAC virtual hybrid power plant,"Integration of renewables, electrolyzers and storage into existing electricity grid infrastructure often requires improved and easy to deploy computation and communication capability. Application of secure and deterministic communication enables quick aggregation and control of new and existing grid assets. Protection, control and data acquisition functionality can co-exist on the same communication fabric. The fifth generation telecom standard (5G) enables new solutions as it offers improvements in speed (enhanced Mobile BroadBand - eMBB), determinism (Ultra-Reliable Low Latency Communication - URLLC), number of connected devices (massive Machine Type Communications - mMTC) and third party function virtualization (Multi-access Edge Computing - MEC). With virtual protection, automation and control (vPAC), the network functions virtualization (NFV) and software defined networking (SDN) concepts from telecom are being applied to protection and control functionality in the power industry. The application of standard data center equipment enables enhanced computation capabilities, reliable operations as well as facilitated maintenance. Furthermore, private telecom spectrum assignment and operator network slicing enables new architectures such as private 5G systems to be considered. Technologies such as virtualization, time sensitive networking, OPC UA, IEC 61850 and Kafka can be applied to facilitate connection of renewables, electrolyzers and storage, realization of grid ancillary services, deployment of relay protection functions as well as connection of asset analytics and trading systems. A 5G vPAC Virtual Hybrid Power Plant field project based on a private 5G system has been set up in Stockholm, Sweden to demonstrate the benefits of these concepts. Results indicate that systems designs can be simplified, operations can be facilitated and cost savings can be realized."
The CCAM Decision Support Platform of the DIGEST project – the Digital Twin as the result of a long-term research and development roadmap,2024
LOFAR2.0 Monitoring and Control Design,"In this work we present the Monitoring & Control (M&C) software-architecture design for the LOFAR2.0 radio telescope. Including a radical shift to embracing Free & Open-Source Software (FOSS), decentralized and decoupled data storage, and the use of industry-standard protocols for data and control interfaces including OPC-UA [1] and Tango Controls [2]. We demonstrate that this design outperforms the previous design in accordance to a set of metrics from well established software quality characteristics such as maintainability and transferability."
Digital Twin Development for a Quality Control Cell,"The Digital Twin is one of the enabling technologies of Industry 4.0, Cyber-Physical Systems and Smart Factories. In this context, Digital Twins can be developed for being employed through the entire lifecycle of a system, for design, operation, monitoring, maintenance, and even fault prediction and reconfiguration. This paper describes the development of a Digital Twin for a Quality Control cell that is part of a larger manufacturing process in the automotive industry. The virtual environment was built using ABB RobotStudio, the communication between devices in the cell was implemented with OPC UA (UA. NET and open62541), and the process data are registered in a database using MySQL. The results show a fully functional simulation of the cell's behaviour and future development will include the connection of the Digital Twin with the real system."
"Toward Deterministic Communications in 6G Networks: State of the Art, Open Challenges and the Way Forward","Over the last decade, society and industries have undergone rapid digitization that is expected to lead to the evolution of the cyber-physical continuum. End-to-end deterministic communications infrastructure is the essential glue that will bridge the digital and physical worlds of the continuum. We describe the state of the art and open challenges with respect to contemporary deterministic communications and compute technologies— 3GPP 5G, IEEE Time-Sensitive Networking, IETF DetNet, OPC UA as well as edge computing. While these technologies represent significant technological advancements towards networking Cyber-Physical Systems (CPS), we argue in this paper that they rather represent a first generation of systems that are still limited in different dimensions. In contrast, realizing future deterministic communications systems requires, firstly, seamless convergence between these technologies and, secondly, scalability to support heterogeneous (time-varying requirements) arising from diverse CPS applications. In addition, future deterministic communication networks will have to provide such characteristics end-to-end, which for CPS refers to the entire communication and computation loop, from sensors to actuators. In this paper, we discuss the state of the art regarding the main challenges towards these goals: predictability, end-to-end technology integration, end-to-end security, and scalable vertical application interfacing. We then present our vision regarding viable approaches and technological enablers to overcome these four central challenges. In particular, we argue that there is currently a window of opportunity to establish, through 6G standardization, the foundations for a scalable and converged deterministic communications and compute infrastructure. Key approaches to leverage in that regard are 6G system evolutions, wireless-friendly 6G integration with TSN and DetNet, novel end-to-end security approaches, efficient edge-cloud integrations, data-driven approaches for stochastic characterization and prediction, as well as leveraging digital twins towards system awareness."
Improving the Real-Time Capability of MQTT for Sensor Networks (MQTT-SN) Using PREEMPT_RT,"Real-time capability plays an important role in modern factory communication systems. However, protocols such as MQTT, CoAP, and MQTT-SN, which are increasingly finding their way into industrial environments alongside industrial-grade protocols such as OPC UA and DDS, cannot fulfill the timing requirements without further optimization. In this paper, we present extensions of MQTT-SN to improve the real-time behavior in combination with PREEMPT_RT, which provides different real-time mechanisms for the Linux kernel. We address general, operating system-based, and hardware-specific optimizations. Their benefits are demonstrated by measurements in a practical testbed. The proposed extensions reduce delay and jitter, but do not aim to guarantee an upper bound on end-to-end delay."
A Data-Driven Digital Twin Architecture for Failure Prediction of Customized Automatic Transverse Robot,"The customized automatic transverse robots play important roles in transporting heavy printing material rolls in automatic and intelligent flexible packaging printing workshops. A three-dimensional (3D) real-time visualization monitoring and feedback system of the customized automatic transverse robot is developed by adopting digital twin technology. This system is based on the theoretical framework of the data-driven digital twin model, and the main functions work through the physical layer, digital twin layer, and functional layer. The twin model is established and connected through the parent-child matching relationship of the components and it is driven by the real-time data which are acquired, transmitted and stored through communication protocols, such as OPC UA and RS-485. The physical automatic transverse robot and the virtual world of digital twins are synchronously mapped. The data are transferred from the virtual world twin model to the real world by establishing the application programming interface (API), implementing a feedback regulation mechanism that controls reality with virtuality. Combined with the long short-term memory (LSTM) model, the prediction of the failure trend of automatic transverse robot during the motion process has been achieved. A prototype digital twin system is developed for validation, which completes the closed-loop system of digital twin theory and proves the feasibility and effectiveness of the proposed system."
Integrating Augmented Reality within Digital Twins for Smart Robotic Manufacturing Systems,"This paper explores the integration of augmented reality into robotic manufacturing systems, emphasizing the enhancement of connectivity, real-time data processing, and interactive visual interfaces. Utilizing Hololens 2 headsets equipped with OPC UA clients, the system establishes a direct interface between operators and the digital and physical components of the manufacturing environment. The architecture employs augmented reality to facilitate sophisticated operational control and visualization, ranging from robotic additive manufacturing to complex tasks like robotic sanding and screwing with integrated camera systems. This integration showcases significant advancements in manufacturing processes, allowing operators to engage interactively with the systems, optimize workflows, and improve overall precision and efficiency in a smart factory setting."
I Know Who You Scanned Last Summer: Mapping the Landscape of Internet-Wide Scanners,"In today's Internet, a plethora of services are, intentionally or unintentionally, publicly accessible. Internet-wide port scanning is a widely used method to discover such services. Malicious actors as well as researchers use port scans to detect and analyze exposed Internet services. Vulnerabilities in Internet of Things (IoT) devices and their associated services have been a target of widespread malicious activity involving botnets, such as the Mirai botnet. As a result, IoT protocols are of particular relevance to vulnerability scanning and Internet security. This development raises the question of who is scanning the Internet, particularly IoT ports, and their intentions. In this work, we analyze the traffic received over the period of 8 months on 6 honeypots located across different continents. On each honeypot, we provide selected IoT services, namely AMQP, CoAP, MQTT, and OPC UA. We identify scanners that scan these honeypots and categorize their scanning behavior, e.g., the scanning range and frequency. We identified 43 organizations responsible for 30.3 % of overall traffic, of which 21 scan at least one of the selected IoT services. We further analyze the scanning tools used. We identified traffic generated by scanning tools such as Masscan, ZMap” and the Mirai botnet."
Industry 4.0-compliant asset administration shell service collector using single-board computers,"Industry 4.0-compliant digitalization is intensively penetrating the industrial Eco-system, bringing its benefits by generating or improving new complementary functionalities and associated business, providing a feasible way to interconnect stakeholders within the value chain and supply-chain, as well as along the product and system's Life-Cycle, which can share digitalized data and information in form of Added-value Services. To facilitate perform those businesses, Industry 4.0-compliant service-oriented infrastructures are required. Functionalities and associated data and information can be provided/exposed and/or consumed as services by systems of Cyber-physical things. In the language of Industry 4.0, those physical things are identified as “Assets”. Each physical “Asset” has associated a Cyber-part, the so called Asset Administration Shell (AAS), which contains a set of digitalized Data/Information/Function-Models, i.e., Digital Twins, and responsible for supporting an Industry 4.0-compliant communication/networking of the digitalized Asset. The AAS is fully responsible for the provision, exposition, consumption, composition, orchestration of services. The broad adoption of the AAS in a digitalized industrial environment is mainly depending on the costs of the digitalization-migration-process, which needs to respond to a set of functional and technical requirements. Among others, requirements for using Low-Cost technologies supporting the implementation of AAS with low energy consumption, efficiency and flexibility, should essentially be fulfilled. In this scenario, the authors present a service-collector of AAS that is implemented in commercial low-cost technology and deployed in a common Industry 4.0-compliant network, using REST-API and and OPC UA based infrastructure. The paper describes also the corresponding algorithm to perform the service-collection, based on the Python programming language, which is finally deployed and executed by a Single-Board Computer."
"Towards Identifying Neglected, Obsolete, and Abandoned IoT and OT Devices","The rapid adoption of Internet of Things (IoT) and Operational Technology (OT) devices to control systems remotely has introduced significant cyber-security challenges. Attackers have compromised millions of such devices over the years, exploiting their lack of management and weak cyber-security. In this paper, we examine cyber-security issues of neglected, obsolete, and abandoned IoT and OT devices exposed to the Internet. The core of our work focuses on identifying these devices using common scanning tools to find indicators of vulnerabilities and misconfigurations. Moreover, we present an analysis of our Internet-wide scans during a period of two weeks targeting security issues in 8 IoT and OT protocols: MQTT, CoAP, XMPP, Modbus, OPC UA, RTPS, DNP3 and BACnet. We observed over 1 million addresses exposing one or more of these services, of which 675,896 appear vulnerable or misconfigured. Lastly, we examine the IP reputation of the vulnerable devices and show that 7,424 were reported at least once."
Machine Learning Model for System-of-Systems Interoperability,"The article discusses the role of digitalization and the Internet of Things (IoT) in today's world, with a focus on their application in industrial automation as part of the Industry4.0 concept. A case is made for the use of IoT to improve monitoring, increase production flexibility and save resources. Particular attention is given to systems of systems (SoS), which consist of autonomous and interacting components. Five key characteristics of SoS are examined: autonomy, ownership, connectivity, diversity, and emergence. The paper also analyzes service-oriented architectures (SOAs), such as RAMI4.0 and OPC-UA, which are used to integrate IoT and SoS. The importance of developing interfaces and service contracts to enable interoperability between system components is discussed. A separate section is devoted to cyber-physical systems (CPS), which combine physical and computational elements to create more complex and interconnected industrial systems. The paper discusses the different classes of interoperability: informational, semantic, dynamic, and operational, and their role in the design and operation of SoS. It concludes by proposing the application of network control principles SPCFA to SoS system management, which contributes to improved monitoring and control in industrial automation."
Intuitive Instruction of Robot Systems: Semantic Integration of Standardized Skill Interfaces,"This work aims at facilitating the integration of industrial robots and other devices such as their gripper tools at small and medium-sized enterprises (SMEs). For this purpose, an intuitive user interface for the skill-based instruction of robot systems is combined with standardized opc UA-based skill interfaces that support various hardware and software resources from different manufacturers. Special emphasis is laid on supporting different user groups with varying levels of expertise. Production system engineers are provided with a detailed graphical user interface (GUI) for hierarchically defining new skills by combining preexisting ones. System operators receive a simplified view with limited complexity for process instruction and changing high-level task parameterizations. The skills and relevant semantic context knowledge about products, processes, and resources (PPR) are formally represented in OWL ontologies to enable hardware-agnostic process descriptions that can be deployed to different production environments, while automatically deriving parameterizations for skill invocations. The proposed concept has been qualitatively evaluated in two real-world robot workcells based on a smartphone accessory packaging use case."
Industrial Teleassistance with the Help of Augmented Reality,"This paper details the integration of augmented reality (AR) in a new factory, focusing on enhancing maintenance efficiency and optimization. The innovative approach involves combining AR technology, an Android application, and Siemens PLCs (Programmable Logic Controller), for efficient automation. The robustness of the PLC enables seamless integration within manufacturing environments, accommodating diverse programming paradigms. The software aspect features Human Machine Interface (HMI) configuration using Siemens’ WinCC software, offering dynamic visualizations, alarm handling, and data logging. WinCC’s scalability suits applications of varying sizes. The HMI architecture is designed for easy parameter display. The Android application, developed with Java and Python, leverages their respective strengths in Android app development and image processing. Data exchange is facilitated by OPC-UA, supporting multiple programming languages for seamless communication. The AR Teleassistance is highlighted as a revolutionary solution, fostering real-time communication among global experts, technicians, and operators. Beyond gaming origins, AR teleassistance enhances efficiency in various sectors, minimizing downtime and facilitating global knowledge transfer. The integration of Teleassistance promotes effective collaboration between human expertise and automated systems, crucial for optimal performance in modern industrial settings. Continuous development is suggested through the addition of more 3D mechanical drawings and real-time stock information for parts in the application, aiming for future optimization and performance enhancement."
IESF: Interval Event Streaming Format for the Data Lake of Production,"The Industrial Internet of Things (IIoT) collects data from heterogeneous sensor networks, individual instruments, machine controls, and other interconnected devices. The transmission of data to a central repository, such as a data lake, and its aggregation is considered one of the prerequisites for Industry 4.0 and the Internet of Production (IoP). In the vast majority of cases, data collected by IIoT systems is transmitted as continuous stream of time-stamped measurement data. However, for the analysis and optimization of industrial processes, data needs to be aggregated and transformed into process-centric data models that represent the process as a discrete sequence of events. Established protocols such as OPC UA or XES support only one perspective each: that of the machines or that of the process. Our aim therefore is, to develop a unified data streaming message format that enables IIoT systems to collect and transmit machine-centric time series data enriched with process-centric temporal structuring. This is achieved by defining a set of six data streaming message types that are capable of communicating data linked to instants, time intervals and sets of time intervals. We validate the capabilities of the proposed format by applying it to the discontinuous, cyclic High-Pressure Die Casting (HPDC) process. We demonstrate that the introduction of the interface facilitates efficient transmission of process data and reduced effort in data retrieval, preparation and analysis."
Increasing Ethernet TSN Multi-Protocol Interoperability by Algorithmic Configuration Merge,"Standardization and prototyping of Ethernet Time Sensitive Networking (TSN) makes progress and its mechanisms are utilized with various application protocols and technologies within the industrial automation domain. Sharing Ethernet TSN mechanisms in multi-protocol networks impacts interoperability. Although the International Electrotechnical Commission (IEC) and the Institute of Electrical and Electronics Engineers (IEEE) attempt to unify Ethernet TSN utilization with the IEC/IEEE 60802 TSN Profile for Industrial Automation, Ethernet TSN devices already exists on the market by different vendors. An area of conflict is the egress configuration of a single Ethernet-Interface for TSN streams of different technologies, such as PROFINET, CC-Link IE TSN and OPC UA Field eXchange. A practical post processing solution can be to merge Ethernet TSN configurations for a single port. A concept for a Configuration Merge Algorithm (COMEA) is presented in this work. A test environment consisting of multiple industrial automation applications with an Ethernet TSN network infrastructure is used to demonstrate the result of application."
Asset-Administration-Shell-Based Continuous Engineering in Energy Industries,"Asset engineering process in energy industry domain is a complex multi-disciplinary and multi-organizational process including an iterative exchange of a large number of artifacts. Legacy document-centric exchange process of those artifacts is an error-prone semi-manual process negatively impacting overall project duration and quality. We present results of a collaborative study between ABB and Equinor exploring the potential of the digitalization of this process based on Industry 4.0 technologies, especially the Asset Administration Shell. An exemplary engineering workflow including OPC UA and AutomationML models embedded in Asset Administration Shells was implemented along with novel Asset Administration Shell infrastructure. Despite minor flaws in maturing Industry 4.0 technologies, no major roadblocks were identified."
Research on Construction of Digital Twin Models for Workshop-level Industrial Equipment,"As a key driver for the intelligent transformation of manufacturing industry, digital twin technology enables the integration of physical space and information space, with the ability to describe, diagnose, predict, and make decisions about physical entities. In order to enhance the efficiency and authenticity of constructing digital twin workshops, this paper proposes a digital twin modeling method suitable for most workshop-level industrial equipment based on the three-layer architecture of digital twins. The paper first establishes the system architecture of the workshop's digital twin system. Then, it describes the modeling method from the aspects of geometry, physics, mechanics, and introduces the information concept model for the workshop. The method is implemented using OPC UA to achieve information modeling and virtual-to-real mapping. Finally, a digital twin implementation is performed for a manufacturing workshop to validate the effectiveness of the proposed method."
Simulation and Digital Twin: Modern Technology and Approach,"Visualize your digital twin residing in a virtual environment where you could test every choice, prepare for any surprise, and create your best and most prosperous existence in life. Imagine your digital twin living in a virtual world. As more variants can be explored through simulation, analysis and design cycles are shortened and better optimized results are ensured. Through the device's lifecycle, the results of simulations can easily be shared for additional purposes rather than remaining stranded in closed environments. By digitally mirroring important data and behavior, a digital twin makes this possible. In doing so, it makes tasks like configuration, condition monitoring, and prediction simpler. To support decisions made on the production floor, this data can also be accessed on mobile devices, for instance with the use of augmented reality. On similar lines, in this paper modern technology used in creating a Digital twin step by step and simulating it with simulation software is explained with the help of a case study of industrial Box Lift Machine along with communication feature like OPC UA and Human machine interface HMI. Latest modern technology for Simulation and Digital Twin is explained along with its practical implementation."
